@title,Bahasa Indonesia
#01011,Iron Hoe
#01012,Thick Book
#01013,Iron Card
#01014,Shield
#01015,Light armor that can also attack.
#01016,Royal Shield
#01017,Heavy armor that can also attack.
#01018,Buckler
#01019,Armor that can also attack.
#01020,Fairy Shield
#01021,Reflector
#01022,Legend Shield
#01023,Wairo Shield
#01024,Bandana
#01025,Light head armor.
#01026,Hair Band
#01027,Leather Cap
#01028,Falcon Helm
#01029,Turban
#01030,Head armor.
#01031,Top Hat
#01032,Shampoo Hat
#01033,Hachigane
#01034,Holy Hat
#01035,Chain Helm
#01036,Bronze Helm
#01037,Heavy head armor.
#01038,Iron Helm
#01039,Silver Helm
#01040,Black Helm
#01041,Iron Mask
#01042,Legend Helm
#01043,Cloth Belt
#01044,Light upper body armor.
#01045,Shabby Shirt
#01046,Pirate Shirt
#01047,Thin Armor
#01048,Silk Clothes
#01049,Upper body armor.
#01050,Thick Cape
#01051,Chainmail
#01052,Pajamas
#01053,Fur Coat
#01054,Iron Cuirass
#01055,Bronze Armor
#01056,Heavy upper body armor.
#01057,Silver Mail
#01058,Full Plate
#01059,Royal Cap
#01060,Miracle Mail
#01061,Legend Mail
#01062,Sea Charm
#01063,A light useful accessory.
#01064,Deck Shoes
#01065,Pendant
#01066,Pearl Ring
#01067,A useful accessory.
#01068,Long Boots
#01069,Sailor Bell
#01070,Talisman
#01071,Silver Ring
#01072,Bow Tie
#01073,Falcon Boots
#01074,Gold Chain
#01075,Battle Ring
#01076,A heavy useful accessory.
#01077,Iron Boots
#01078,Ribbon
#01079,Diamond Ring
#01080,Legend Ring
#01083,<0> x<1> acquired!
#01084,<0> acquired!
#01085,All crewmates' <0> went up by <1>!
#01086,Max resources went up by <0>!
#01087,Your ship's speed increased!
#01088,Max stamina went up by <0>!
#01089,Max <0> level went from <1> to <2>!
#01090,Your base has increased in size.
#01091,<0> has switched from <1> to <2>!
#01092,All crewmates' <0> recovered <1>%!
#01093,Combat members are surrounded by<br>an invigorating aura!
#01094,Combat members' attack rate has temporarily increased!
#01095,<0>'s stars have increased!
#01096,<0> has mastered every job!<br>And...<br>This crewmate can now get a master bonus from all jobs again!
#01097,A new sea area has been discovered!
#01098,<0><br>is now unlocked!
#01099,The enemy ship was destroyed!
#01100,You conquered<br><0>!
#01101,You completely conquered<br><0>!
#01102,Fresh Greens
#01103,Eat to get XP.
#01104,Green Bean
#01105,Sweet Berry
#01106,Ripe Orange
#01107,Pineapple
#01108,Grape Juice
#01109,Tomato
#01110,Mixed Juice
#01111,Sweet Corn
#01112,Smoked Meat
#01113,Milk
#01114,Carrot
#01115,BBQ
#01116,Hot Soup
#01117,Thick Steak
#01118,Filet Mignon
#01119,Baguette
#01120,Tasty food that gives bonus XP.
#01121,Thick Soup
#01122,Fruit Plate
#01123,Green Salad
#01124,5-Star Meat
#01125,Paella
#01126,Pan Pizza
#01127,Kairo Cake
#01128,Skill Tonic
#01129,Get more stars to equip skills.
#01130,Recovery Drink
#01131,Slightly recover crew HP.
#01132,Recovery Tonic
#01133,Recover crew HP.
#01134,Recovery Elixir
#01135,Recover more crew HP.
#01136,SP Drink
#01137,Slightly recover crew SP.
#01138,SP Tonic
#01139,Recover crew SP.
#01140,SP Elixir
#01141,Recover more crew SP.
#01142,Aura Tonic
#01143,Activate combat team auras.
#01144,Speed Tonic
#01145,Combat team speeds up (temp.)
#01146,Rare Spice
#01147,A rare spice. High value.
#01148,Rare Cloth
#01149,Legendary cloth. High value.
#01150,Rare Essence
#01151,Used in perfume. High value.
#01152,Rare Ore
#01153,Used in alloys. High value.
#01154,Rare Food
#01155,A rare ingredient. High value.
#01156,Rare Gem
#01157,A very rare jewel. High value.
#01158,Rare Medicine
#01159,Called a panacea. High value.
#01160,Ultimate Book
#01161,Raises all knowledge by 1.
#01162,Melee Book
#01163,"Raises ""Melee"" level by 1."
#01164,Ranged Book
#01165,"Raises ""Ranged"" level by 1."
#01166,Sailing Book
#01167,"Raises ""Sailing"" Lv by 1."
#01168,Curiosity Book
#01169,"Raises ""Curiosity"" Lv by 1."
#01170,Work Book
#01171,"Raises ""Work"" Lv by 1."
#01172,Brave Book
#01173,"Raises ""Courage"" Lv by 1."
#01174,Secret Book
#01175,"Raises ""Secret"" Lv by 1."
#01176,Egg Color Up (All)
#01177,Boosts all colors of an egg.
#01178,Egg Color Up (G)
#01179,Boost green value by 90.
#01180,Egg Color Up (R)
#01181,Boost red value by 90.
#01182,Egg Color Up (B)
#01183,Boost blue value by 90.
#01184,Egg Color Up (P)
#01185,Boost purple value by 90.
#01186,Egg Color Up (Y)
#01187,Boost yellow value by 90.
#01188,Egg Color Up (Bk)
#01189,Boost black value by 90.
#01190,Egg Color Down (G)
#01191,Reduce green value.
#01192,Egg Color Down (R)
#01193,Reduce red value.
#01194,Egg Color Down (B)
#01195,Reduce blue value.
#01196,Egg Color Down (P)
#01197,Reduce purple value.
#01198,Egg Color Down (Y)
#01199,Reduce yellow value.
#01200,Egg Color Down (Bk)
#01201,Reduce black value.
#01202,Egg Incubator
#01203,Reduce hatching by 60 min.
#01204,Smith Ticket (Wpn)
#01205,"At a smith, get weapon Lv +1."
#01206,Smith Tck. (Wpn 2)
#01207,"At a smith, get weapon Lv +2."
#01208,Smith Tck. (Wpn 3)
#01209,"At a smith, get weapon Lv +3."
#01210,Smith Ticket (Head)
#01211,"At a smith, get head Lv +1."
#01212,Smith Tck. (Head 2)
#01213,"At a smith, get head Lv +2."
#01214,Smith Tck. (Head 3)
#01215,"At a smith, get head Lv +3."
#01216,Smith Ticket (Arm)
#01217,"At a smith, get armor Lv +1."
#01218,Smith Ticket (Arm 2)
#01219,"At a smith, get armor Lv +2."
#01220,Smith Tck. (Arm 3)
#01221,"At a smith, get armor Lv +3."
#01222,Smith Ticket (Acc)
#01223,"At a smith, get accessory Lv +1."
#01224,Smith Ticket (Acc 2)
#01225,=#01223
#01226,Smith Ticket (Acc 3)
#01227,=#01223
#01228,Ability Sphere 1
#01229,Switch: Seadog's ability.
#01230,"=MID(#01228,1,-1)&'2'"
#01231,Switch: Sailor's ability.
#01232,"=MID(#01228,1,-1)&'3'"
#01233,Switch: Pirate's ability.
#01234,"=MID(#01228,1,-1)&'4'"
#01235,Switch: Cook's ability.
#01236,"=MID(#01228,1,-1)&'5'"
#01237,Switch: Farmer's ability.
#01238,"=MID(#01228,1,-1)&'6'"
#01239,Switch: Trader's ability.
#01240,"=MID(#01228,1,-1)&'7'"
#01241,Switch: Smith's ability.
#01242,"=MID(#01228,1,-1)&'8'"
#01243,Switch: Fisher's ability.
#01244,"=MID(#01228,1,-1)&'9'"
#01245,Switch: Joiner's ability.
#01246,"=MID(#01228,1,-1)&'10'"
#01247,Switch: Rogue's ability.
#01248,"=MID(#01228,1,-1)&'11'"
#01249,Switch: Cadet's ability.
#01250,"=MID(#01228,1,-1)&'12'"
#01251,Switch: Boxer's ability.
#01252,"=MID(#01228,1,-1)&'13'"
#01253,Switch: Archer's ability.
#01254,"=MID(#01228,1,-1)&'14'"
#01255,Switch: Priest's ability.
#01256,"=MID(#01228,1,-1)&'15'"
#01257,Switch: Clown's ability.
#01258,"=MID(#01228,1,-1)&'16'"
#01259,Switch: Nomad's ability.
#01260,"=MID(#01228,1,-1)&'17'"
#01261,Switch: Genius's ability.
#01262,"=MID(#01228,1,-1)&'18'"
#01263,Switch: Gunman's ability.
#01264,"=MID(#01228,1,-1)&'19'"
#01265,Switch: Lancer's ability.
#01266,"=MID(#01228,1,-1)&'20'"
#01267,Switch: Mage's ability.
#01268,"=MID(#01228,1,-1)&'21'"
#01269,Switch: Guard's ability.
#01270,"=MID(#01228,1,-1)&'22'"
#01271,Switch: Doctor's ability.
#01272,"=MID(#01228,1,-1)&'23'"
#01273,Switch: Bookie's ability.
#01274,"=MID(#01228,1,-1)&'24'"
#01275,Switch: Sniper's ability.
#01276,"=MID(#01228,1,-1)&'25'"
#01277,Switch: Thief's ability.
#01278,"=MID(#01228,1,-1)&'26'"
#01279,Switch: Pilot's ability.
#01280,"=MID(#01228,1,-1)&'27'"
#01281,Switch: Seer's ability.
#01282,"=MID(#01228,1,-1)&'28'"
#01283,Switch: Dancer's ability.
#01284,"=MID(#01228,1,-1)&'29'"
#01285,Switch: Viking's ability.
#01286,"=MID(#01228,1,-1)&'30'"
#01287,Switch: Wizard's ability.
#01288,"=MID(#01228,1,-1)&'31'"
#01289,Switch: Major's ability.
#01290,"=MID(#01228,1,-1)&'32'"
#01291,Switch: Fencer's ability.
#01292,"=MID(#01228,1,-1)&'33'"
#01293,Switch: Outlaw's ability.
#01294,"=MID(#01228,1,-1)&'34'"
#01295,Switch: Noble's ability.
#01296,"=MID(#01228,1,-1)&'35'"
#01297,Switch: Golem's ability.
#01298,"=MID(#01228,1,-1)&'36'"
#01299,Switch: Ninja's ability.
#01300,"=MID(#01228,1,-1)&'37'"
#01301,Switch: Hero's ability.
#01302,"=MID(#01228,1,-1)&'38'"
#01303,Switch: Ruler's ability.
#01304,"=MID(#01228,1,-1)&'39'"
#01305,Switch: Dealer's ability.
#01306,"=MID(#01228,1,-1)&'40'"
#01307,Switch: Tycoon's ability.
#01308,"=MID(#01228,1,-1)&'41'"
#01309,Switch: Rebel's ability.
#01310,"=MID(#01228,1,-1)&'42'"
#01311,Switch: Killer's ability.
#01312,"=MID(#01228,1,-1)&'43'"
#01313,Switch: Furry's ability.
#01314,"=MID(#01228,1,-1)&'44'"
#01315,Switch: Monkey's ability.
#01316,"=MID(#01228,1,-1)&'45'"
#01317,Switch: Robot's ability.
#01318,Monster Flute
#01319,Temporarily calls many monsters.
#01320,Name Book
#01321,Change a crewmate's name.
#01322,"=MID(#01228,1,-1)&'46'"
#01323,Switch: Dueler's ability.
#01324,"=MID(#01228,1,-1)&'47'"
#01325,Switch: Sumo's ability.
#01326,"=MID(#01228,1,-1)&'48'"
#01327,Switch: Prof's ability.
#01328,"=MID(#01228,1,-1)&'49'"
#01329,Switch: Fiend's ability.
#01330,"▼High Sea Saga<br>In this game, you put together a pirate crew and have adventures in unexplored lands. Create your own ship, crew and base and set off into the uncharted seas!"
#01331,"▼Game Flow 1<br>First, hire crew at the tavern before going out on a quest. There are crewmates with many different jobs available, so choose the ones you like best."
#01332,"▼Game Flow 2<br>Complete quests to make new ones appear, and acquire a larger ship. Then you can place a variety of facilities on the ship in any way you please."
#01333,"▼Game Flow 3<br>Once you have a ship, you can set off in search of adventure. Explore other islands and even discover new continents."
#01334,"▼Combat<br>When you assign crewmates to combat teams, they will automatically battle any enemies you encounter. Try out different combinations of characters to make better teams."
#01335,"▼Crew Stats 1<br>HP: A crewmate is disabled at 0 HP.<br>SP: A crewmate can't use skills at 0 SP.<br>Attack: Ability to do damage.<br>Defense: Ability to resist damage.<br>Speed: Affects attack frequency.<br>Intelligence: Affects facility use, etc."
#01336,"▼Crew Stats 2<br>★: Max team size<br>      Max equipped skills<br><br>In addition, things like skills, jobs and equipment can increase or change your crew's abilities."
#01337,"▼Equipment<br>Equipment effectiveness depends on the compatibility of the crewmate's job with the equipment type. Also, equipment weight can greatly affect speed. Equipment can be upgraded at a blacksmith."
#01338,"▼Knowledge<br>Crewmates get knowledge points when they use ship facilities or do battle. When they earn a lot, they can use these points to switch to new jobs."
#01339,"▼Powering Up<br>Give your crewmates tasty food and they will get experience points. Food is an important source of XP, so when you get some, be sure to use it."
#01340,"▼Special Abilities<br>Each of your crewmates has a special ability. Even if they change their job, they can continue to use their original ability. There are many different abilities, including some that only affect online battles."
#01341,"▼Job Characteristics<br>Crewmates' cabins will be redecorated according to their jobs. This can change their abilities and improve their quality. Also, using facilities that are compatible with their jobs can give a large bonus to the knowledge points obtained."
#01342,"▼Skills<br>Skills can be used to get an advantage in battle by consuming SP, or to help with duties on the ship. If a crewmate masters a job, they will be able to use its special skill at any time."
#01343,"▼Mastering Jobs<br>When a crewmate reaches a job's max level, he or she has mastered it. The max level differs depending on the job. Some special jobs are only available after changing jobs a certain number of times."
#01344,"▼Dismissing Crewmates<br>There is a limit to the number of crewmates your ship can house. When you dismiss crewmates, they will leave behind their equipment, and some of their knowledge will be converted to items."
#01345,"▼Quests<br>Quests can be found all over the islands you visit. Completing quests gets you access to treasures like new crewmates, resources and onboard facilities, so try to beat them all."
#01346,"▼Failing Quests<br>If all of the crewmates on a quest are defeated, you will lose any treasure chests you have found on the quest up until that point. You can use medals to try again. The higher the quest's rank, the more medals that are required."
#01347,"▼Wounded Crewmates 1<br>Crewmates whose HP reaches 0 in battle are ""wounded,"" and are moved to their cabins. The more comfortable the cabin, the faster they can recover and return to duty."
#01348,"▼Wounded Crewmates 2<br>If other combat team members are still in battle, wounded members will wait in their cabins without recovering. Try using items or equipment to make the survey or battle end more quickly."
#01349,"▼Surveying<br>When you reach a new island, you must survey it. Try sailing for unexplored areas and surveying what you find there. In some cases, you may run into obstacles that can make the survey fail."
#01350,"▼Anchoring Your Ship<br>If you leave your ship anchored at an island or part of the sea for too long, the islanders will stop visiting your ship, and enemies will stop appearing. Try coming back later or visiting a new area."
#01351,"▼Orders<br>For each crewmate, you can select duties that will be given priority. Select them according to their cabin and job. You can also give the same orders to all crewmates using the ""All Crew"" command."
#01352,▼Stamina<br>You need stamina to command your fleet. Stamina you use will recover at a rate of 1 point every 5 minutes. Stamina recovers even when you're not playing the game.
#01353,"▼Islands<br>On islands, you will find quests and facilities like shops where you can buy weapons and armor for use on quests. As these facilities increase, so will your population."
#01354,"▼Island Facilities<br>When your crewmates use island facilities to refill resources, the facilities will get XP. Crewmates with high intelligence will give more XP. Onboard facilities also get XP when merchants come to shop on your ship."
#01355,▼Island Shops<br>The items sold in shops change depending on the island's total level. Investing in a shop will increase its max level and help it sell more expensive items.
#01356,▼Ship Facilities 1<br>   Comfort: Recovers HP/work<br>   Discipline: Affects knowledge obtained<br>   Research: Makes getting items easier<br>   Use: Cost per use<br>   Effect: The effect on the surroundings
#01357,"▼Ship Facilities 2<br>Facilities have an effect on other facilities in a 3-square radius. Building more of the same facility increases the effect. When a facility is used a lot, it will go up in level and become more effective."
#01358,"▼Relics<br>Some relics that you obtain can be upgraded. This is very costly, but can really help your journey go more smoothly."
#01359,"▼Fleet Rank<br>Defeating many enemies or strong enemies will cause your fleet rank to increase. When your fleet rank goes up, your stamina will refill completely and its max level may even go up."
#01360,"▼Capturing Enemies<br>In some cases, it is possible to capture human enemies that you face in combat. You can store them in your ship's brig and then turn them in for the bounty when you anchor at a port. You can also recruit them as members of your crew."
#01361,"▼Researching Treasure<br>When you defeat enemies, they will sometimes drop mysterious treasures. These can be exchanged for power-up items, weapons, etc., at the ship's lab. If you don't have enough room in the hold, collected treasure will be thrown away."
#01362,"▼Items<br>Items can be used to recover HP in battle or temporarily increase stats, or can be sold to shops. You will often get items through research."
#01363,"▼Population<br>Population represents your country's strength, and a high population allows you to attack other countries. You can increase population by spending time at island ports and using their facilities."
#01364,"▼Monster Eggs<br>On your adventures, you will sometimes acquire monster eggs. Take them to a monster farm to hatch and discover new species. And you may make more new discoveries if they level up while adventuring with you."
#01365,"▼Monster Combat Conditions<br>The size of the monsters you can have participate in battle is limited by your rank.<br>S or M: No limit, L or S2: Rank 20+,<br>M2: Rank 30+, L2: Rank 50+<br>3, any size: Rank 70+"
#01366,"▼Monster Upgrade Requirements<br>If the levels of your monsters and monster farm are high, it is possible to upgrade monsters to realize their true abilities. The monsters that can be upgraded depend on your rank.<br>S2: Rank 20+, M2: Rank 40+, L2: Rank 85+"
#01367,▼Monster Alignments<br>Water > Fire<br>Fire > Life<br>Life > Thunder<br>Thunder & Fire > Shadow<br>Shadow > Water & Life<br>Human & Neutral alignments = no effect
#01368,"▼Cannons 1<br>Cannons are used in online battles and ship battles. Tap an arrow on the deck to equip a cannon. If you have purchased battle cheers, they also have an effect in quest battles."
#01369,▼Cannons 2<br>Speed: Increases shooting speed<br>Power: Increases damage<br>Ammo: Used in battle cheers<br>Different types of cannons have different strengths. You can switch cannons after purchase. Strengthening them helps them develop.
#01370,"▼Kairo Points<br>You can get Kairo Points by playing the Dice Game or fighting online battles. Eventually, a shop will appear where you can use Kairo Points to purchase ship facilities."
#01371,"▼Online Battles<br>Select a combat team and fight automated online battles with other players. If you have snipers, up to 3 of them can be in charge of cannons. If you win, you can recruit/turn in one of their crewmates."
#01372,"▼Battle Cheers<br>As you go up in rank, you can purchase battle cheers. These allow you to participate in quest battles and help affect their outcome. If you have cannons on your ship, you can also perform a special attack."
#01373,"▼Replaying the Game<br>When replaying the game, you can hire past crewmates from the tavern. Just remember that if you create replay data while already playing a replay, previous crewmate data will be overwritten."
#01374,"▼Replay Modes<br>In addition to Normal Mode, there is Hard Mode and Nightmare Mode (this last mode only appears after 200 hours of game play). Try a higher difficulty to get a high score."
#01375,"▼Friends<br>You can register up to 10 friends, and as long as both sides have a fleet rank of 20 or more, you can fight each other. Fighting friends does not increase your online rank."
#01376,"▼Monster Hunting Campaigns<br>If you defeat the specified number of a particular monster, you get a bonus. The number your friends have defeated is added to yours. Work with your friends to defeat those monsters!"
#01377,"▼Medals 1<br>Medals awarded in the game have no expiration date, and can be used at any time."
#01378,"▼Medals　2<br>When you use medals in the game, any purchased medals will be used first."
#01379,"▼Syncing Date and Time<br>The consecutive sign-in bonus is given each day at around 4:00 am. If your device is not connected to a network, this bonus will not be awarded."
#01380,▼Characteristics of the Game 1<br>Some parts of the game will continue to advance even when you are not playing.
#01381,"▼Characteristics of the Game 2<br>Also note that the game must connect to the Internet when starting up, so please play in a location with a good connection."
#01382,▼Characteristics of the Game 3<br>The game will be auto-saved periodically. Game data is stored on your device and at present there is no way to transfer data from one device to another.
#01383,"▼Characteristics of the Game 4<br>This game does not have a set ending and can be played for as long as you like. Also, if you create replay data, you can carry over some of your game data when starting a new game."
#01384,"▼Characteristics of the Game 5<br>In the throne room, you can register your play points and compete with other players for the high score. See who can build up the best pirate fleet!"
#01385,About This Game
#01386,A Tip from Fluff E. Sheep<br>Don't forget to save<br>regularly!
#01387,"A Tip from Fluff E. Sheep<br>If you play the game every<br>day, you can get medals!"
#01388,A Tip from Fluff E. Sheep<br>Crewmates are most likely<br>to use facilities near them<br>on the same level.
#01389,"A Tip from Fluff E. Sheep<br>If you want good weapons<br>to be sold, try building lots<br>of weapons shops on a<br>variety of islands."
#01390,"A Tip from Fluff E. Sheep<br>When equipping your crew,<br>try tapping the ""Suggest""<br>button on the left."
